"RecordID","AQI","PM10","PM2.5","NO2","SO2","O3","Temperature","Humidity","WindSpeed","DiseaseRate","CardiovascularCases","HospitalAdmissions","HealthImpactScore","HealthImpactClass","PM2.5_Deviation","PM10_Deviation"
61,194.338644844741,71.0161427561499,100.505925340331,10.8773932003145,66.8602380560838,9.63343868334641,1.8379117299915,29.562124551367,10.3013703546313,10,4,1,90.2915237840427,0,95.5059253403311,56.0161427561499
62,135.674515886948,188.409139370861,54.2355571422407,53.1547313634871,42.6005079416344,223.026869426076,14.6645182451803,29.2048221450614,3.60320266041263,10,4,3,99.225179562377,0,49.2355571422407,173.409139370861
63,414.368754575965,248.981877963733,189.520500321544,102.997570945567,98.8054460695509,77.6146806565016,21.5315302991486,17.3655688010109,13.6834069557846,13,6,1,100,0,184.520500321544,233.981877963733
66,271.348041579124,260.10348207318,145.853281167327,95.8892457474012,64.7062207049049,252.878403762986,33.2988658521472,11.7255614547778,5.02888104415861,13,4,2,100,0,140.853281167327,245.10348207318
67,70.4621124873813,200.78048752525,65.7690576417979,186.875135928084,5.5580634484077,5.96267875853354,9.64297215168188,33.9611866771766,5.30876382542543,11,6,1,73.1845918693258,1,60.7690576417979,185.78048752525
68,401.09849037702,134.425646184923,130.69778641165,48.1097696429174,71.6998858083119,70.0799312223674,25.3315962981928,37.5761646323164,1.98079077232522,14,4,4,100,0,125.69778641165,119.425646184923
72,99.3578407670862,107.622753162867,185.601748354911,121.912164380962,92.8889826655518,82.2637615112032,33.2609586761031,29.1728942287232,17.2053153825359,11,8,3,100,0,180.601748354911,92.6227531628666
73,2.7610585618012,298.693553002305,52.2254288866154,136.347190413122,68.3235545138168,65.4202906715796,4.4930664349782,54.2715733504389,18.9201244852523,13,5,2,63.5650249342434,1,47.2254288866154,283.693553002305
75,353.428671923809,145.765681856884,92.8532840571879,138.846375764627,55.5493496464992,25.5685981274815,25.8900317229647,55.3635467342373,0.560969232385133,20,7,5,100,0,87.8532840571879,130.765681856884
76,364.503584020494,169.755536223202,185.434967547198,34.5509292023934,29.2805998695103,268.929686552738,11.574181813769,45.9450734324567,2.1976632882221,10,3,1,100,0,180.434967547198,154.755536223202
78,37.0223258670452,240.245429957925,17.9756560201276,28.0051378939771,41.014971988864,286.352642181491,24.511467675452,84.0344653728798,3.14977277071101,11,5,1,70.8298365446135,1,12.9756560201276,225.245429957925
83,165.449012426325,57.6947318353052,29.6770756434955,188.244327019058,81.7699311847606,62.5027093029143,26.683054828951,58.4061336706538,14.1959404593283,13,6,1,88.4588424671483,0,24.6770756434955,42.6947318353052
84,31.7791751430118,139.180879036467,127.208071026377,147.8672391792,66.0117096125154,116.373789116139,20.9197272628776,63.2313488199117,3.64732904026678,15,3,2,77.3897901468281,1,122.208071026377,124.180879036467
85,155.491160857831,73.7455761067724,189.899086347832,108.22058329083,63.0991154213642,192.250887988424,-5.70697046868665,90.6663892899274,4.58278410866959,11,11,1,100,0,184.899086347832,58.7455761067724
86,162.591661013374,274.452644955496,199.346754058876,186.523403434067,41.8202784342724,262.431399768479,5.384897594362,94.8367716740488,7.54513001647372,18,8,3,100,0,194.346754058876,259.452644955496
87,364.803089169032,100.622044048904,75.048226499383,95.6873676081753,39.6280518239371,198.140838710635,13.6523752230773,75.4130131930574,13.1448312027235,10,3,2,100,0,70.048226499383,85.6220440489041
88,318.778735677607,285.679204360012,119.802527422922,112.241130619774,69.0262609185401,251.706587500262,26.8366472928496,41.3058188741611,9.38744785919333,12,6,4,100,0,114.802527422922,270.679204360012
89,443.606371288163,159.916587028413,171.253530704816,119.219705534019,74.0005538609046,142.184854754789,27.1784565039837,54.0701190701655,18.8922043198754,11,6,5,100,0,166.253530704816,144.916587028413
90,236.107462580975,189.463313602848,23.4924145592768,81.9959451773134,51.0213202364311,215.191121311513,14.5271654285818,65.3548477648699,8.68364381479327,11,10,1,100,0,18.4924145592768,174.463313602848
91,59.7971229691508,162.882133346798,137.912882210393,167.696538113165,96.9269244348526,293.994241912526,-4.15338088696612,84.5776035087487,3.98261840394943,12,7,2,100,0,132.912882210393,147.882133346798
93,380.392524308449,112.746365702382,41.2292320560328,110.968438074322,41.2429490012759,278.076207694767,2.73461911235346,42.8902855018861,9.01779230189734,10,3,1,100,0,36.2292320560328,97.7463657023823
95,385.48358997728,186.886213255015,15.1920573929834,180.795234375315,54.3267841598415,192.965409219017,-1.00068429971732,14.5393931835347,18.7024246107896,13,1,5,100,0,10.1920573929834,171.886213255015
96,246.897798182195,134.062258560132,139.081429717861,176.783679286856,51.1755887557174,263.360702073154,13.2460611197596,93.1841074393422,16.7259045607301,12,4,1,100,0,134.081429717861,119.062258560132
97,261.366414690997,233.395491471281,50.5485337496906,101.748057886028,5.49640613786518,122.896251765695,23.5359401757195,17.9307111996544,7.78079449851884,13,6,4,100,0,45.5485337496906,218.395491471281
101,15.7145928433671,277.975614965514,98.6888558565477,181.25315851461,78.6317144699262,148.999854283005,25.9121172626768,82.0112938760234,15.4041324689742,10,5,2,87.1407850375464,0,93.6888558565477,262.975614965514
102,318.20520563189,213.126544503724,114.42937555728,186.140798638495,15.9929038576339,87.3261794982691,27.3220416511046,82.3434471672666,19.7905468242578,17,4,2,100,0,109.42937555728,198.126544503724
107,205.191461517815,199.922191408476,25.4112530715349,72.2499389147209,36.4783813370248,270.310575095543,10.8255439021063,59.0650523361421,9.764794775973,11,2,2,100,0,20.4112530715349,184.922191408476
108,377.775569271524,85.6212205390267,20.7747580557621,103.729257884334,56.0697817464266,210.404532712365,13.0232231189315,63.5012114145976,6.24661514220652,15,6,4,100,0,15.7747580557621,70.6212205390267
109,114.399082745811,175.742518264573,142.029007519301,155.819051162599,43.8501248274577,176.808315598822,22.9908585728297,23.6106439058118,3.2845574135136,13,4,2,100,0,137.029007519301,160.742518264573
111,144.875726456884,289.751000642275,61.3545502705665,198.69670434125,9.54034342051586,110.087133825736,33.5272195450665,12.5616899515209,11.5141217091629,11,3,4,100,0,56.3545502705665,274.751000642275
113,464.848826171287,194.409095416564,89.8702633459092,142.788542241476,1.13733660046487,235.832489327471,8.16863130900647,56.1028657038849,17.4594024848272,11,8,1,100,0,84.8702633459092,179.409095416564
116,435.730295093859,233.046410172084,128.879232456373,171.396761142275,99.681094032579,107.278433159584,1.10024176262386,78.0057343191178,7.34770321505858,15,3,1,100,0,123.879232456373,218.046410172084
121,403.720077582031,99.2744297340586,61.4924346067052,146.787290946657,80.8604252173835,119.629616048957,-1.56447716215257,78.2173412812682,9.60637754400362,11,9,1,100,0,56.4924346067052,84.2744297340586
122,448.045649961747,74.4862438892538,196.987573794173,184.257282336021,56.6799843804711,39.0244715675453,18.9853619548947,61.1020720395396,15.8115458690144,10,6,0,100,0,191.987573794173,59.4862438892538
124,55.0259622638384,116.816933900062,32.9309376512059,71.0471034661005,1.4370205926749,181.402306850638,13.1117086424223,42.0361447089035,15.3926367180648,11,2,1,58.6672443926821,2,27.9309376512059,101.816933900062
129,3.47606526559535,84.3853690659102,106.667622978514,123.415306001245,18.3383833493738,40.3884622208954,2.60769810500563,90.7051367632362,7.56687380736301,11,7,4,47.6034484760368,2,101.667622978514,69.3853690659102
130,255.373651288783,123.338183477814,171.599044545472,110.697986100087,71.0707361869277,16.0278382342649,11.7201786059517,81.5797716593794,6.63200061590862,14,8,0,100,0,166.599044545472,108.338183477814
132,111.053905235365,5.89544482405434,43.1218126164381,145.900765285877,54.0093421097715,141.401172096184,16.4833458164758,89.3134293641409,3.39117102613575,10,5,1,72.9670135778667,1,38.1218126164381,-9.10455517594566
134,168.807585701814,289.682949414265,101.578841906256,132.295353771257,76.6778424533243,192.384022495814,35.2345904022852,27.1802318873945,16.9671508525934,14,9,2,100,0,96.5788419062555,274.682949414265
135,471.45485195626,102.47111610947,162.041169900667,179.762218605484,58.492109472483,43.3269258793496,20.4696315493527,77.7170759693849,17.2017774083016,10,2,4,100,0,157.041169900667,87.4711161094704
137,259.395310871683,2.1275438323113,181.943662381555,156.183050430905,84.8586189200006,121.45968726528,20.6130170438367,32.7986580823168,16.3583952870757,10,4,3,100,0,176.943662381555,-12.8724561676887
138,351.509479447589,204.075206499112,101.849050100575,185.43675377587,54.7018614776702,139.42313528984,-5.51656966179419,24.5186566103393,4.42660907055954,11,9,1,100,0,96.849050100575,189.075206499112
139,181.814801189647,247.631968724589,138.854949287173,197.9869902926,92.1592310013318,240.429121873595,25.5172119259374,53.7959716210201,9.83572349021348,13,7,1,100,0,133.854949287173,232.631968724589
140,485.89104136048,43.9824901080009,22.3600742467874,116.256546392212,91.6623373678113,99.7498118038915,9.50388232904653,18.4054599594501,18.1568754393679,11,9,1,100,0,17.3600742467874,28.9824901080009
141,481.223647471056,47.8999048101452,113.057791990796,21.7763232062332,92.0507789486582,44.0997141490061,31.8848245784259,80.7051816202408,15.1956358809413,13,8,0,100,0,108.057791990796,32.8999048101452
142,125.891147912682,237.024974991431,49.738361894227,91.8259815550873,7.7785200200468,262.035940069902,37.1264622632565,52.360711899977,0.036405719087218,10,6,2,100,0,44.738361894227,222.024974991431
144,150.439154908385,13.4581672883151,126.810101661344,5.54506495236984,98.7705809716198,88.2089611663928,13.0277647736873,10.1668560833369,0.213403985193092,10,10,1,85.491456756129,0,121.810101661344,-1.5418327116849
145,142.420247188734,186.764097138684,51.3971875707562,11.3774876712298,48.7600821398706,211.977017670787,19.5073790506425,83.6077474277705,5.6132209396135,11,5,4,95.1993460263222,0,46.3971875707562,171.764097138684
150,139.323232118306,120.106988051949,22.0710113115751,21.1234090523472,83.7285777849761,37.7649716868783,28.1365916709442,43.0012410485683,9.81309804905842,10,6,5,66.3996531801729,1,17.0710113115751,105.106988051949
151,454.132942983327,284.145880801906,47.897742914026,146.448050041178,78.4263377295281,162.311744150581,0.957568622199259,61.8160561798381,16.3477897719395,10,7,1,100,0,42.897742914026,269.145880801906
155,492.8252270553,269.259697956625,25.4841566718798,111.802178519368,49.1272918104472,17.9048995378738,18.4781370332458,37.018050188287,9.59926874447325,11,2,4,100,0,20.4841566718798,254.259697956625
157,336.067773702939,26.2250423613252,171.591491079502,128.297494161118,45.2470050414342,287.455246792671,-4.22379938461278,39.3577406925984,17.0455063898338,11,8,5,100,0,166.591491079502,11.2250423613252
158,380.809807664359,280.947999393068,135.612075357535,54.2443040768236,51.078299051548,267.255416207755,13.8009018942054,28.4663856288069,0.966976630243599,13,4,6,100,0,130.612075357535,265.947999393068
159,118.8187719962,247.660452456125,59.2164178270901,158.966052320865,53.1708996581052,298.202708418595,7.85093220442706,84.0373437793732,4.48720999676864,13,3,2,100,0,54.2164178270901,232.660452456125
162,316.15291529679,241.535762626399,145.620898473548,156.487881899775,23.0783922513675,91.7868426059287,4.91471015299615,59.4000157146164,14.4006693115011,12,6,3,100,0,140.620898473548,226.535762626399
164,267.887342037379,86.7451003362453,174.162084955124,36.5277951403597,79.7314144086625,40.5491429302246,39.1748091592165,63.1500040369306,0.869309717695808,11,7,3,100,0,169.162084955124,71.7451003362453
165,45.1448850272042,285.678023508697,174.021091668821,23.2491505379876,31.9371666438262,89.9916536280003,31.2450803863567,13.104975016994,15.979797732587,12,8,3,87.475181035638,0,169.021091668821,270.678023508697
166,417.651247794619,14.9580439197493,115.787311881401,167.679817697338,64.5305929017605,16.8498493634576,-6.20008779917953,83.6958189608158,14.2433306780825,11,6,0,100,0,110.787311881401,-0.0419560802507242
167,160.390032485868,44.9727759741419,85.9712738222425,155.319696439338,14.6937995946013,142.49011151707,18.067751417177,27.5367537167354,16.6310070850931,12,2,0,98.5892749578804,0,80.9712738222425,29.9727759741419
168,93.2592551999271,161.274341415454,128.31405911302,65.4514747399328,34.1926304578064,62.6762033085264,10.0061496335234,36.3107915005475,13.5307653036703,13,6,1,83.1135761050041,0,123.31405911302,146.274341415454
169,20.387570777382,172.737741336693,163.642400274093,131.639481642673,90.9223929549634,27.3744080697007,30.3226283847701,25.6086568018608,15.0202454071331,12,9,2,74.2988903510928,1,158.642400274093,157.737741336693
172,8.29391446392808,288.110032386639,36.5787544658399,3.74605841208397,70.2351460865107,161.255321083648,14.4597533111315,77.9766537476846,16.1078468574029,10,7,2,57.0984437164823,2,31.5787544658399,273.110032386639
175,322.586395204725,4.20435525781709,45.0080798088399,95.0294360313765,48.9886440289769,237.337677063003,31.0383610569899,37.1349798265905,14.8097953695972,15,7,2,100,0,40.0080798088399,-10.7956447421829
176,87.1832145024957,170.057529988228,95.3590447800766,84.3363293705789,56.1575736626034,7.88699396255403,25.2259946813822,55.6538643631109,10.6527314353037,13,2,1,72.4688010161961,1,90.3590447800766,155.057529988228
177,345.468869051233,279.680065176292,26.5164360362358,88.8770053276112,41.564156664783,132.930570748754,12.0141856819991,37.4450528288227,13.6331490585234,14,4,1,100,0,21.5164360362358,264.680065176292
179,468.364994368367,246.797240544128,35.4270909586005,72.3232682563665,42.2803472448818,287.099601941939,-3.11569341400291,88.283077215994,0.646849026353693,10,3,2,100,0,30.4270909586005,231.797240544128
184,438.669676690491,21.6639556005564,22.9572557321225,84.6478882980373,52.7154589580634,143.806670280073,9.8721685861186,10.3407160269157,2.94931315941888,11,2,0,100,0,17.9572557321225,6.66395560055638
185,128.970813857578,205.330608320792,145.193755865669,112.778422565853,10.7424487937076,59.1291043977262,37.1943148367277,44.2235823410471,0.362796677860417,12,3,2,100,0,140.193755865669,190.330608320792
189,264.825289178003,44.8144908679296,193.097131401587,121.591436762009,75.8544920896614,178.171878067679,-1.09461720207822,94.812836191797,15.947682806124,13,6,3,100,0,188.097131401587,29.8144908679296
190,120.926145450226,194.477086223347,188.172709578939,189.819417785685,6.43841059286808,23.558307477535,8.87730273045636,53.7685361192384,14.9886099855087,12,4,0,100,0,183.172709578939,179.477086223347
192,448.607878976663,261.718369006444,32.3344671107423,96.8328494784004,67.4240280664338,184.913881384692,-5.85122028048111,29.2795436937684,13.9464321620419,15,5,2,100,0,27.3344671107423,246.718369006444
193,450.209028581665,183.934871720772,48.1070173031894,93.6163242170197,13.3406481278213,94.8321165383494,23.6888741759999,25.6963419681353,10.4117023977583,13,5,2,100,0,43.1070173031894,168.934871720772
194,316.550728636634,47.1611650670863,103.109398815028,128.992754149039,32.5817879105683,13.6927198581931,19.0724318896347,89.9910629482519,2.64332212749719,12,9,2,100,0,98.1093988150284,32.1611650670863
195,169.51489552435,288.701417244362,113.940926407082,111.126951440994,6.45478050238832,189.66800873149,4.56483789890425,54.6134217204221,14.7907086098596,12,6,1,100,0,108.940926407082,273.701417244362
196,174.60478730633,155.509639000596,44.3186860878895,126.817611522824,65.133994086951,112.032078404501,28.9474191276152,90.5636912781172,1.72091130348405,11,6,2,100,0,39.3186860878895,140.509639000596
198,448.555129976289,188.04987132452,61.9106338805302,149.261233897522,82.704549114283,10.4633498142524,14.5500985106381,92.4791969958677,2.98452963106326,17,6,1,100,0,56.9106338805302,173.04987132452
201,321.015823077144,245.346622069857,87.2702388607223,127.920349702623,85.5195806196979,289.462183703852,23.4330261770486,71.5044420491675,8.2257185832952,14,12,1,100,0,82.2702388607223,230.346622069857
203,80.8143570473069,150.560859307351,163.582925209333,91.555870253128,51.825231141321,214.809970482398,20.5227273517113,14.263725482326,4.31918819044529,14,1,1,100,0,158.582925209333,135.560859307351
205,303.214529829795,226.042681633944,67.9429087672169,34.8128274814617,81.809489504588,210.417829885822,21.7674819867979,72.7324198584562,13.939946417582,11,3,3,100,0,62.9429087672169,211.042681633944
214,112.13465473028,27.2162648243493,20.0129343133067,15.6984848933813,81.7875157185127,147.963431871597,3.7611279589643,20.7049532122045,4.40397834345605,11,9,2,60.4119219114826,1,15.0129343133067,12.2162648243493
215,356.089610673768,78.8086431005806,117.737794867203,143.957452493657,24.5362055986436,236.353279079105,22.5729929034959,96.1441230131206,6.86977729876269,11,3,4,100,0,112.737794867203,63.8086431005806
216,118.6245437484,262.429818766198,155.679122870642,69.5159808715,77.0895683279582,148.483098812015,-0.244603413718904,34.3333472905438,0.576547103449863,10,2,1,100,0,150.679122870642,247.429818766198
217,162.699849079634,38.6707755220497,18.6656240539653,198.969961412359,80.436962500824,128.758818787379,25.2070548198085,35.0051091287516,6.29925092421228,12,7,3,91.6295679447021,0,13.6656240539653,23.6707755220497
225,132.601183840863,70.7047603727655,180.600217030299,183.786948622099,88.4386167453858,185.002680879006,19.5472433665856,62.6024082957965,19.6580415233596,11,5,0,100,0,175.600217030299,55.7047603727655
229,446.023277588557,259.978706578651,57.587549634283,89.618222559184,87.7464949671778,3.8421997891281,26.0587195917567,26.2482321314385,9.50458698425417,11,3,4,100,0,52.587549634283,244.978706578651
231,397.405651770824,38.1331472601072,176.149715414838,198.076835539644,37.3524627812383,183.051275292596,16.1898186686139,45.3991879984074,2.98088460520838,12,8,1,100,0,171.149715414838,23.1331472601072
232,251.318546552596,128.262556607914,151.531523320594,130.035625192202,86.7015078472009,245.113876320951,3.18221566391571,43.2366908433975,11.4846690723639,12,4,3,100,0,146.531523320594,113.262556607914
233,288.45194231318,48.2580880455294,112.69409476257,25.4238583714097,31.0246424687611,107.503652601858,-2.92137543035933,84.7857577540476,6.8855998390617,10,9,1,100,0,107.69409476257,33.2580880455294
235,97.6214938990223,227.660440325385,106.3943468993,105.832620191132,44.504210751024,167.146925886071,33.3467326972899,94.2788586583995,17.81585008081,12,3,5,100,0,101.3943468993,212.660440325385
236,361.226057630753,31.7389560818397,71.3592511309869,102.889285627062,78.5093306497992,19.3620313446106,-3.82109521848057,50.0806981609905,11.7580513838457,14,7,2,100,0,66.3592511309869,16.7389560818397
239,322.736147953584,280.848912465299,182.122501474521,142.2454562941,59.4464048527236,297.734496089823,33.2727833369485,70.4824656116631,10.5803138113994,13,4,1,100,0,177.122501474521,265.848912465299
243,457.432195110224,118.257148379972,157.86008982163,113.672236487155,44.0483651339678,2.93636661186158,32.5461787702143,57.36485815258,15.7890400198674,11,3,2,100,0,152.86008982163,103.257148379972
248,483.327409521835,254.035500560924,125.934530371977,101.400598099234,82.0041791198689,108.34902068133,25.9143744080955,45.9318884253962,6.80515999195087,14,5,2,100,0,120.934530371977,239.035500560924
251,147.224446034793,99.9899579611575,66.3812569794993,23.7806035355987,98.469738947155,165.819561176862,20.730437439022,35.3837013636278,1.67090929121768,10,10,0,90.2060170845453,0,61.3812569794993,84.9899579611575
253,425.568335758428,171.831752921133,165.121734501519,193.823306188148,71.4365161947329,190.608530228514,13.966253587687,31.4001134239474,2.52636382347094,10,8,0,100,0,160.121734501519,156.831752921133
255,84.7463733430462,238.186525414677,160.624833235808,170.581417545083,81.6900594684883,67.2201140745637,24.0306406033732,41.9175411652237,6.65299556288165,13,4,2,100,0,155.624833235808,223.186525414677
257,468.077387080391,100.213664525988,126.982847062413,154.800662581952,78.3938635362431,194.606935364967,22.3711449479316,55.6862855882965,17.6503887016077,11,6,4,100,0,121.982847062413,85.2136645259879
258,348.014898337486,32.0462978891972,171.259865343223,56.3916654285291,93.0168714647678,169.387839364025,3.7703190029873,71.3961153303246,1.72033085074021,12,7,2,100,0,166.259865343223,17.0462978891972
259,285.030585044682,71.6535481210821,98.1219376623479,57.5777858759685,73.2294266140087,109.694833857668,3.93014876807656,97.8637755259252,19.7800157482542,10,5,1,100,0,93.1219376623479,56.6535481210821
260,48.5882468853843,284.784351526795,43.3373287410785,181.203891155298,77.6094286218324,192.659912401725,30.0680266545379,80.4966667203128,12.9048668473347,10,2,2,90.8405820782107,0,38.3373287410785,269.784351526795
261,307.503613349585,91.529906045858,33.9446879495746,71.9664064185117,6.71754312658561,8.47386186302287,25.9281156492413,25.5340106785984,1.06731870873312,13,4,1,100,0,28.9446879495746,76.529906045858
264,259.164826181868,92.1263230080746,22.2194417691981,24.9635338083685,69.3187003787394,6.1839476507594,-5.29779102494473,30.9355295029503,11.924672087458,11,3,2,97.6553076209317,0,17.2194417691981,77.1263230080746
266,370.384308877102,96.9435651838252,59.5752663045587,128.349288500211,36.697637339645,196.276338229688,28.4953516505831,73.9115415876769,18.8098916879703,11,11,1,100,0,54.5752663045587,81.9435651838252
268,351.242041993555,165.51371160599,79.5914554591538,156.967449956527,36.9135907964135,34.0122244228291,35.9297565550454,28.7368182102357,14.710769922999,13,12,2,100,0,74.5914554591538,150.51371160599
269,179.745575609878,106.967676353067,134.934798404632,22.4227296676392,49.8912873289576,297.169462467508,-1.56810461503001,73.3125494917298,17.7685424001341,15,7,4,100,0,129.934798404632,91.9676763530666
272,405.05669733959,113.204543169093,99.8423007066533,83.4682946532651,50.8416551357517,74.7278563370141,5.50044822849604,50.1316961732302,11.6777215105122,11,3,4,100,0,94.8423007066533,98.2045431690935
273,433.536159290052,77.4680439779949,67.392957569366,194.473096955996,58.5904235627544,171.869058505024,-9.23538429662452,64.6457698296107,16.8457233552393,11,5,3,100,0,62.392957569366,62.4680439779949
280,397.896334718051,125.679893395184,194.974506686249,172.993711886096,9.23940289370857,211.691188310472,0.167032685836642,16.6993206537788,16.3663644079497,16,3,1,100,0,189.974506686249,110.679893395184
281,445.002670908783,232.759519560836,136.234510087901,107.269925579911,9.5811579656797,107.75626602497,34.9129199926914,60.4614273781676,3.0273798371819,10,8,1,100,0,131.234510087901,217.759519560836
282,168.997578425768,101.619886732329,83.4912142187483,57.8099465891558,47.6044182887601,57.2149212123718,27.3122925963431,42.2798152914632,14.1107435342069,12,4,2,89.3710609327762,0,78.4912142187483,86.6198867323294
283,187.791476319972,169.12113043362,140.346208151157,70.2631090506351,58.8102444317703,110.820171349871,7.022028307163,18.702776237235,12.539511184199,11,3,2,100,0,135.346208151157,154.12113043362
284,46.9909699204345,61.4937698477732,151.266357296032,68.5778659192112,42.5883464465029,256.148162349827,4.20765464286125,37.5804006483512,5.52388531224723,10,6,2,84.6153825715876,0,146.266357296032,46.4937698477732
286,17.971136898371,15.6837309806279,95.5754611306115,48.58193436433,64.0994116126156,100.392253339069,31.8285381303165,89.2553467317967,5.01171710550843,12,2,1,42.3351829828758,2,90.5754611306115,0.683730980627885
287,232.79900906623,255.76279346265,85.9765516249696,121.773418925847,0.208151234992027,272.042689451011,25.7925232147905,18.4892028990899,14.6126121621374,18,5,0,100,0,80.9765516249696,240.76279346265
